Warning in <TGeoMixture::ComputeDerivedQuantities>: Mixture PE: sum of weights is: 6
DD4hep           WARN  ++ STD conditions NOT defined by client. NTP defaults taken.
Detector         WARN  +++ Object 'compact_checksum' is already defined. New value will be ignored
Compact          WARN  ++ Overwriting/updating Header structure is very dangerous. Try to avoid this.
19:46:22    Sequencer      INFO      Add Algorithm 'DigitizationAlgorithm'
19:46:22    Sequencer      INFO      <- InputHits 'simhits':
19:46:22    Sequencer      INFO         flat_multiset<Hit, detail::CompareGeometryId, void>
19:46:22    Sequencer      INFO      -> OutputMeasurements 'measurements':
19:46:22    Sequencer      INFO         MeasurementContainer
19:46:22    Sequencer      INFO      -> OutputMeasurementSubset 'measurement_subset':
19:46:22    Sequencer      INFO         MeasurementSubset
19:46:22    Sequencer      INFO      -> OutputClusters 'clusters':
19:46:22    Sequencer      INFO         vector<Cluster>
19:46:22    Sequencer      INFO      -> OutputMeasurementParticlesMap 'measurement_particles_map':
19:46:22    Sequencer      INFO         flat_multimap<unsigned int, Barcode, less<unsigned int>, void>
19:46:22    Sequencer      INFO      -> OutputMeasurementSimHitsMap 'measurement_simhits_map':
19:46:22    Sequencer      INFO         flat_multimap<unsigned int, unsigned int, less<unsigned int>, void>
19:46:22    Sequencer      INFO      -> OutputParticleMeasurementsMap 'particle_measurements_map':
19:46:22    Sequencer      INFO         flat_multimap<Barcode, unsigned int, less<Barcode>, void>
19:46:22    Sequencer      INFO      -> OutputSimHitMeasurementsMap 'simhit_measurements_map':
19:46:22    Sequencer      INFO         flat_multimap<unsigned int, unsigned int, less<unsigned int>, void>
19:46:22    Sequencer      INFO      Add Algorithm 'ParticleSelector'
19:46:22    Sequencer      INFO      <- InputParticles 'particles_simulated_selected':
19:46:22    Sequencer      INFO         flat_set<SimParticle, detail::CompareParticleId, void>
19:46:22    Sequencer      INFO      <- InputParticleMeasurementsMap 'particle_measurements_map':
19:46:22    Sequencer      INFO         flat_multimap<Barcode, unsigned int, less<Barcode>, void>
19:46:22    Sequencer      INFO      <- InputMeasurements 'measurements':
19:46:22    Sequencer      INFO         MeasurementContainer
19:46:22    Sequencer      INFO      -> OutputParticles 'tmp_particles_digitized_selected':
19:46:22    Sequencer      INFO         flat_set<SimParticle, detail::CompareParticleId, void>
19:46:22    Sequencer      INFO      Key 'tmp_particles_digitized_selected' aliased to 'particles_selected'
19:46:22    Sequencer      INFO      Key 'tmp_particles_digitized_selected' aliased to 'particles_digitized_selected'
19:46:22    Sequencer      INFO      Add Algorithm 'SpacePointMaker'
19:46:22    Sequencer      INFO      <- InputMeasurements 'measurement_subset':
19:46:22    Sequencer      INFO         MeasurementSubset
19:46:22    Sequencer      INFO      -> OutputSpacePoints 'spacepoints':
19:46:22    Sequencer      INFO         SpacePointContainer
19:46:22    addSeeding     INFO      Using grid triplet seeding
19:46:22    Sequencer      INFO      Add Algorithm 'GridTripletSeedingAlgorithm'
19:46:22    Sequencer      INFO      <- InputSpacePoints 'spacepoints':
19:46:22    Sequencer      INFO         SpacePointContainer
19:46:22    Sequencer      INFO      -> OutputSeeds 'seeds':
19:46:22    Sequencer      INFO         SeedContainer
19:46:22    Sequencer      INFO      Add Algorithm 'TrackParamsEstimationAlgorithm'
19:46:22    Sequencer      INFO      <- InputSeeds 'seeds':
19:46:22    Sequencer      INFO         SeedContainer
19:46:22    Sequencer      INFO      -> OutputTrackParameters 'estimatedparameters':
19:46:22    Sequencer      INFO         vector<BoundTrackParameters>
19:46:22    Sequencer      INFO      -> OutputSeeds 'estimatedseeds':
19:46:22    Sequencer      INFO         SeedContainer
19:46:22    Sequencer      INFO      Add Algorithm 'SeedsToProtoTracks'
19:46:22    Sequencer      INFO      <- InputSeeds 'estimatedseeds':
19:46:22    Sequencer      INFO         SeedContainer
19:46:22    Sequencer      INFO      -> OutputProtoTracks 'seed-protoTracks':
19:46:22    Sequencer      INFO         vector<small_vector<unsigned int, 3ul, void, void>>
19:46:22    Sequencer      INFO      Add Algorithm 'SeedsToTracks'
19:46:22    Sequencer      INFO      <- InputSeeds 'estimatedseeds':
19:46:22    Sequencer      INFO         SeedContainer
19:46:22    Sequencer      INFO      <- InputTrackParameters 'estimatedparameters':
19:46:22    Sequencer      INFO         vector<BoundTrackParameters>
19:46:22    Sequencer      INFO      -> OutputTracks 'seed-tracks':
19:46:22    Sequencer      INFO            TrackContainer<ConstVectorTrackContainer, ConstVectorMultiTrajectory, shared_ptr>
19:46:22    Sequencer      INFO      Add Algorithm 'TrackTruthMatcher'
19:46:22    Sequencer      INFO      <- InputTracks 'seed-tracks':
19:46:22    Sequencer      INFO            TrackContainer<ConstVectorTrackContainer, ConstVectorMultiTrajectory, shared_ptr>
19:46:22    Sequencer      INFO      <- InputParticles 'particles_selected':
19:46:22    Sequencer      INFO         flat_set<SimParticle, detail::CompareParticleId, void>
19:46:22    Sequencer      INFO      <- InputMeasurementParticlesMap 'measurement_particles_map':
19:46:22    Sequencer      INFO         flat_multimap<unsigned int, Barcode, less<unsigned int>, void>
19:46:22    Sequencer      INFO      -> OutputTrackParticleMatching 'seed_particle_matching':
19:46:22    Sequencer      INFO            map<unsigned int, TrackMatchEntry, less<unsigned int>, allocator<pair<unsigned int const, TrackMatchEntry>>>
19:46:22    Sequencer      INFO      -> OutputParticleTrackMatching 'particle_seed_matching':
19:46:22    Sequencer      INFO            map<Barcode, ParticleMatchEntry, less<Barcode>, allocator<pair<Barcode const, ParticleMatchEntry>>>
19:46:22    Sequencer      INFO      Add Writer 'RootPatternRecognitionPerformanceWriter'
19:46:22    Sequencer      INFO      <- InputHandle 'seed-tracks':
19:46:22    Sequencer      INFO            TrackContainer<ConstVectorTrackContainer, ConstVectorMultiTrajectory, shared_ptr>
19:46:22    Sequencer      INFO      <- InputParticles 'particles_selected':
19:46:22    Sequencer      INFO         flat_set<SimParticle, detail::CompareParticleId, void>
19:46:22    Sequencer      INFO      <- InputTrackParticleMatching 'seed_particle_matching':
19:46:22    Sequencer      INFO            map<unsigned int, TrackMatchEntry, less<unsigned int>, allocator<pair<unsigned int const, TrackMatchEntry>>>
19:46:22    Sequencer      INFO      <- InputParticleTrackMatching 'particle_seed_matching':
19:46:22    Sequencer      INFO            map<Barcode, ParticleMatchEntry, less<Barcode>, allocator<pair<Barcode const, ParticleMatchEntry>>>
19:46:22    Sequencer      INFO      <- InputParticleMeasurementsMap 'particle_measurements_map':
19:46:22    Sequencer      INFO         flat_multimap<Barcode, unsigned int, less<Barcode>, void>
19:46:22    Sequencer      INFO      Add Writer 'RootTrackParameterWriter'
19:46:22    Sequencer      INFO      <- InputHandle 'estimatedparameters':
19:46:22    Sequencer      INFO         vector<BoundTrackParameters>
19:46:22    Sequencer      INFO      <- InputProtoTracks 'seed-protoTracks':
19:46:22    Sequencer      INFO         vector<small_vector<unsigned int, 3ul, void, void>>
19:46:22    Sequencer      INFO      <- InputParticles 'particles':
19:46:22    Sequencer      INFO         flat_set<SimParticle, detail::CompareParticleId, void>
19:46:22    Sequencer      INFO      <- InputSimHits 'simhits':
19:46:22    Sequencer      INFO         flat_multiset<Hit, detail::CompareGeometryId, void>
19:46:22    Sequencer      INFO      <- InputMeasurementParticlesMap 'measurement_particles_map':
19:46:22    Sequencer      INFO         flat_multimap<unsigned int, Barcode, less<unsigned int>, void>
19:46:22    Sequencer      INFO      <- InputMeasurementSimHitsMap 'measurement_simhits_map':
19:46:22    Sequencer      INFO         flat_multimap<unsigned int, unsigned int, less<unsigned int>, void>
19:46:22    RzTrackFindi   INFO      RZ layout: 25 cylinders, 46 discs, 48 sensitive layers, 18824 modules, escape r 1202 |z| 4002
19:46:22    Sequencer      INFO      Add Algorithm 'RzTrackFindingAlgorithm'
19:46:22    Sequencer      INFO      <- InputMeasurements 'measurements':
19:46:22    Sequencer      INFO         MeasurementContainer
19:46:22    Sequencer      INFO      <- InputInitialTrackParameters 'estimatedparameters':
19:46:22    Sequencer      INFO         vector<BoundTrackParameters>
19:46:22    Sequencer      INFO      -> OutputTracks 'rz_tracks':
19:46:22    Sequencer      INFO            TrackContainer<ConstVectorTrackContainer, ConstVectorMultiTrajectory, shared_ptr>
19:46:22    Sequencer      INFO      Add Algorithm 'TrackTruthMatcher'
19:46:22    Sequencer      INFO      <- InputTracks 'rz_tracks':
19:46:22    Sequencer      INFO            TrackContainer<ConstVectorTrackContainer, ConstVectorMultiTrajectory, shared_ptr>
19:46:22    Sequencer      INFO      <- InputParticles 'particles_selected':
19:46:22    Sequencer      INFO         flat_set<SimParticle, detail::CompareParticleId, void>
19:46:22    Sequencer      INFO      <- InputMeasurementParticlesMap 'measurement_particles_map':
19:46:22    Sequencer      INFO         flat_multimap<unsigned int, Barcode, less<unsigned int>, void>
19:46:22    Sequencer      INFO      -> OutputTrackParticleMatching 'rz_track_particle_matching':
19:46:22    Sequencer      INFO            map<unsigned int, TrackMatchEntry, less<unsigned int>, allocator<pair<unsigned int const, TrackMatchEntry>>>
19:46:22    Sequencer      INFO      -> OutputParticleTrackMatching 'rz_particle_track_matching':
19:46:22    Sequencer      INFO            map<Barcode, ParticleMatchEntry, less<Barcode>, allocator<pair<Barcode const, ParticleMatchEntry>>>
19:46:22    Sequencer      INFO      Key 'rz_track_particle_matching' aliased to 'track_particle_matching'
19:46:22    Sequencer      INFO      Key 'rz_particle_track_matching' aliased to 'particle_track_matching'
19:46:22    Sequencer      INFO      Add Writer 'RootTrackSummaryWriter'
19:46:22    Sequencer      INFO      <- InputHandle 'rz_tracks':
19:46:22    Sequencer      INFO            TrackContainer<ConstVectorTrackContainer, ConstVectorMultiTrajectory, shared_ptr>
19:46:22    Sequencer      INFO      <- InputParticles 'particles_selected':
19:46:22    Sequencer      INFO         flat_set<SimParticle, detail::CompareParticleId, void>
19:46:22    Sequencer      INFO      <- InputTrackParticleMatching 'track_particle_matching':
19:46:22    Sequencer      INFO            map<unsigned int, TrackMatchEntry, less<unsigned int>, allocator<pair<unsigned int const, TrackMatchEntry>>>
19:46:22    Sequencer      INFO      Add Writer 'RootTrackParameterPerformanceWriter'
19:46:22    Sequencer      INFO      <- InputHandle 'rz_tracks':
19:46:22    Sequencer      INFO            TrackContainer<ConstVectorTrackContainer, ConstVectorMultiTrajectory, shared_ptr>
19:46:22    Sequencer      INFO      <- InputParticles 'particles_selected':
19:46:22    Sequencer      INFO         flat_set<SimParticle, detail::CompareParticleId, void>
19:46:22    Sequencer      INFO      <- InputTrackParticleMatching 'track_particle_matching':
19:46:22    Sequencer      INFO            map<unsigned int, TrackMatchEntry, less<unsigned int>, allocator<pair<unsigned int const, TrackMatchEntry>>>
19:46:22    Sequencer      INFO      Add Writer 'RootPatternRecognitionPerformanceWriter'
19:46:22    Sequencer      INFO      <- InputHandle 'rz_tracks':
19:46:22    Sequencer      INFO            TrackContainer<ConstVectorTrackContainer, ConstVectorMultiTrajectory, shared_ptr>
19:46:22    Sequencer      INFO      <- InputParticles 'particles_selected':
19:46:22    Sequencer      INFO         flat_set<SimParticle, detail::CompareParticleId, void>
19:46:22    Sequencer      INFO      <- InputTrackParticleMatching 'track_particle_matching':
19:46:22    Sequencer      INFO            map<unsigned int, TrackMatchEntry, less<unsigned int>, allocator<pair<unsigned int const, TrackMatchEntry>>>
19:46:22    Sequencer      INFO      <- InputParticleTrackMatching 'particle_track_matching':
19:46:22    Sequencer      INFO            map<Barcode, ParticleMatchEntry, less<Barcode>, allocator<pair<Barcode const, ParticleMatchEntry>>>
19:46:22    Sequencer      INFO      <- InputParticleMeasurementsMap 'particle_measurements_map':
19:46:22    Sequencer      INFO         flat_multimap<Barcode, unsigned int, less<Barcode>, void>
19:46:22    Sequencer      INFO      Processing events [0, 200)
19:46:22    Sequencer      INFO      Starting event loop with 1 threads
19:46:22    Sequencer      INFO        0 context decorators
19:46:22    Sequencer      INFO        18 sequence elements
19:46:22    Sequencer      INFO        1 readers
19:46:22    Sequencer      INFO        12 algorithms
19:46:22    Sequencer      INFO        5 writers
19:46:22    Sequencer      INFO      100 / 200 events processed
19:46:23    Sequencer      INFO      200 / 200 events processed
19:46:23    RootPatternR   INFO      Efficiency with seeds (nMatchedseeds/nAllseeds) = 1
19:46:23    RootPatternR   INFO      Fake ratio with seeds (nFakeseeds/nAllseeds) = 0
19:46:23    RootPatternR   INFO      Duplicate ratio with seeds (nDuplicateseeds/nAllseeds) = 0.781763
19:46:23    RootPatternR   INFO      Efficiency with particles (nMatchedParticles/nTrueParticles) = 0.99625
19:46:23    RootPatternR   INFO      Fake ratio with particles (nFakeParticles/nTrueParticles) = 0
19:46:23    RootPatternR   INFO      Duplicate ratio with particles (nDuplicateParticles/nTrueParticles) = 0.964375
19:46:23    RootPatternR   INFO      Wrote performance plots to 'output/fin-odd-muon-rz/performance_seeding.root:/'
19:46:23    RootTrackPar   INFO      Wrote estimated parameters from seed to tree 'estimatedparams' in 'output/fin-odd-muon-rz/estimatedparams.root'
19:46:23    RzTrackFindi   INFO      RzTrackFinding: 7304 seeds, 7253 tracks, 21.5093 stops and 17.1043 candidates per seed, 13.1136 measurements and 0.0472908 holes per track, 0 backward pass failures
19:46:23    RootTrackSum   INFO      Wrote parameters of tracks to tree 'tracksummary' in 'output/fin-odd-muon-rz/tracksummary_rz.root'
19:46:23    RootTrackPar   INFO      === Track Parameter Performance Summary ===
19:46:23    RootTrackPar   INFO      Total tracks: 7253
19:46:23    RootTrackPar   INFO      Total matched tracks: 1593
19:46:23    RootTrackPar   INFO      Total particles: 1600
19:46:23    RootTrackPar   INFO      Total matched particles: 1593
19:46:23    RootTrackPar   INFO      Track efficiency: 21.9633%
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <ROOT::Fit::FillData>: fit range is outside histogram range, no fit data for xaxis
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <ROOT::Fit::FillData>: fit range is outside histogram range, no fit data for xaxis
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <ROOT::Fit::FillData>: fit range is outside histogram range, no fit data for xaxis
Warning in <Fit>: Fit data is empty 
Warning in <ROOT::Fit::FillData>: fit range is outside histogram range, no fit data for xaxis
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <ROOT::Fit::FillData>: fit range is outside histogram range, no fit data for xaxis
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <ROOT::Fit::FillData>: fit range is outside histogram range, no fit data for xaxis
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <ROOT::Fit::FillData>: fit range is outside histogram range, no fit data for xaxis
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <Fit>: Fit data is empty 
Warning in <ROOT::Fit::FillData>: fit range is outside histogram range, no fit data for xaxis
Warning in <Fit>: Fit data is empty 
Warning in <ROOT::Fit::FillData>: fit range is outside histogram range, no fit data for xaxis
Warning in <Fit>: Fit data is empty 
Warning in <ROOT::Fit::FillData>: fit range is outside histogram range, no fit data for xaxis
Warning in <Fit>: Fit data is empty 
19:46:25    RootTrackPar   INFO      Wrote performance plots to 'output/fin-odd-muon-rz/performance_fitting_rz.root:/'
19:46:25    RootPatternR   INFO      Efficiency with tracks (nMatchedtracks/nAlltracks) = 0.999862
19:46:25    RootPatternR   INFO      Fake ratio with tracks (nFaketracks/nAlltracks) = 0.000137874
19:46:25    RootPatternR   INFO      Duplicate ratio with tracks (nDuplicatetracks/nAlltracks) = 0.780229
19:46:25    RootPatternR   INFO      Efficiency with particles (nMatchedParticles/nTrueParticles) = 0.995625
19:46:25    RootPatternR   INFO      Fake ratio with particles (nFakeParticles/nTrueParticles) = 0.000625
19:46:25    RootPatternR   INFO      Duplicate ratio with particles (nDuplicateParticles/nTrueParticles) = 0.96375
19:46:25    RootPatternR   INFO      Wrote performance plots to 'output/fin-odd-muon-rz/performance_finding_rz.root:/'
19:46:25    Sequencer      INFO      No unmasked FPEs encountered
19:46:25    Sequencer      INFO      Processed 200 events in 2.559633 s (wall clock)
19:46:25    Sequencer      INFO      Average time per event: 1.579737 ms/event
19:46:25    Sequencer      INFO      Timing breakdown:
| Algorithm                                      | Total Time (ms) | Time/Event (ms) | Fraction |
|:-----------------------------------------------|----------------:|----------------:|---------:|
| Algorithm:RzTrackFindingAlgorithm              |          163.34 |            0.82 |    51.7% |
| Algorithm:FatrasSimulation                     |           42.54 |            0.21 |    13.5% |
| Writer:RootTrackParameterPerformanceWriter     |           24.98 |            0.12 |     7.9% |
| Algorithm:DigitizationAlgorithm                |           24.36 |            0.12 |     7.7% |
| Writer:RootTrackSummaryWriter                  |           14.37 |            0.07 |     4.5% |
| Writer:RootPatternRecognitionPerformanceWriter |            8.86 |            0.04 |     2.8% |
| Writer:RootPatternRecognitionPerformanceWriter |            8.22 |            0.04 |     2.6% |
| Writer:RootTrackParameterWriter                |            6.66 |            0.03 |     2.1% |
| Algorithm:GridTripletSeedingAlgorithm          |            5.50 |            0.03 |     1.7% |
| Algorithm:TrackParamsEstimationAlgorithm       |            4.93 |            0.02 |     1.6% |
| Algorithm:TrackTruthMatcher                    |            2.84 |            0.01 |     0.9% |
| Algorithm:SpacePointMaker                      |            2.26 |            0.01 |     0.7% |
| Algorithm:SeedsToTracks                        |            1.93 |            0.01 |     0.6% |
| Reader:EventGenerator                          |            1.88 |            0.01 |     0.6% |
| Algorithm:TrackTruthMatcher                    |            1.85 |            0.01 |     0.6% |
| Algorithm:HepMC3InputConverter                 |            0.91 |            0.00 |     0.3% |
| Algorithm:ParticleSelector                     |            0.33 |            0.00 |     0.1% |
| Algorithm:SeedsToProtoTracks                   |            0.18 |            0.00 |     0.1% |
| TOTAL                                          |          315.95 |            1.58 |   100.0% |

